date,status,exchanges,estimatedNetFlowCny,estimatedNetFlowYi,grossInflowYi,grossOutflowYi,funds,pricedFunds,excludedRecords
2013-06-05,partial,SSE,220786411,2.2079,2.7105,-0.5026,37,36,1
2013-06-06,partial,SSE,410100400,4.101,4.309,-0.208,37,37,0
2013-06-07,partial,SSE,-268836400,-2.6884,0.4878,-3.1762,37,37,0
2013-06-13,partial,SSE,2064938800,20.6494,22.668,-2.0186,37,37,0
2013-06-14,partial,SSE,2863793200,28.6379,28.8344,-0.1965,37,36,1
2013-06-17,partial,SSE,32975439,0.3298,1.1812,-0.8514,37,36,1
2013-06-18,partial,SSE,-189883804,-1.8988,0.0841,-1.9829,37,36,1
2013-06-19,partial,SSE,23649982,0.2365,0.866,-0.6295,37,37,0
2013-06-20,partial,SSE,390667077,3.9067,4.2349,-0.3282,37,37,0
2013-06-21,partial,SSE,-119246350,-1.1925,0.7914,-1.9839,37,37,0
2013-06-24,partial,SSE,1533013460,15.3301,15.8229,-0.4928,37,37,0
2013-06-25,partial,SSE,3463783814,34.6378,34.7934,-0.1556,37,37,0
2013-06-26,partial,SSE,250099700,2.501,4.5152,-2.0142,37,37,0
2013-06-27,partial,SSE,2464255100,24.6426,26.2895,-1.647,37,37,0
2013-06-28,partial,SSE,2133010914,21.3301,24.7191,-3.389,37,35,2
2013-07-01,partial,SSE,164042993,1.6404,2.4886,-0.8482,37,37,0
2013-07-02,partial,SSE,302079088,3.0208,10.4477,-7.4269,37,36,1
2013-07-03,partial,SSE,244611355,2.4461,6.7993,-4.3532,37,37,0
2013-07-04,partial,SSE,-370579222,-3.7058,3.0622,-6.768,37,37,0
2013-07-05,partial,SSE,-369208821,-3.6921,0.3621,-4.0542,37,36,1
2013-07-08,partial,SSE,543021775,5.4302,5.5111,-0.0808,37,36,1
2013-07-09,partial,SSE,430439506,4.3044,5.3119,-1.0075,37,35,2
2013-07-10,partial,SSE,-552302309,-5.523,0.125,-5.6481,37,37,0
2013-07-11,partial,SSE,7607954,0.0761,4.202,-4.1259,37,37,0
2013-07-12,partial,SSE,986191462,9.8619,10.3689,-0.507,37,37,0
2013-07-15,partial,SSE,82260643,0.8226,1.038,-0.2154,37,37,0
2013-07-16,partial,SSE,-674368790,-6.7437,0.1802,-6.9239,37,37,0
2013-07-17,partial,SSE,13903959,0.139,1.1791,-1.0401,37,37,0
2013-07-18,partial,SSE,-386188247,-3.8619,0.0993,-3.9612,37,37,0
2013-07-19,partial,SSE,-380590769,-3.8059,0.2857,-4.0916,37,37,0
2013-07-22,partial,SSE,-210195124,-2.102,1.357,-3.4589,37,36,1
2013-07-23,partial,SSE,-393331900,-3.9333,0.8672,-4.8005,37,37,0
2013-07-24,partial,SSE,-170730300,-1.7073,1.163,-2.8703,37,36,1
2013-07-25,partial,SSE,-771252558,-7.7125,0.9927,-8.7052,37,37,0
2013-07-26,partial,SSE,-449695734,-4.497,0,-4.497,37,37,0
2013-07-29,partial,SSE,-140133541,-1.4013,1.9316,-3.3329,37,37,0
2013-07-30,partial,SSE,317332414,3.1733,3.3008,-0.1275,37,37,0
2013-07-31,partial,SSE,-108542337,-1.0854,0.2683,-1.3537,37,36,1
2013-08-01,partial,SSE,475678340,4.7568,5.6523,-0.8956,37,37,0
2013-08-02,partial,SSE,-217170299,-2.1717,2.3303,-4.502,38,38,0
2013-08-05,partial,SSE,67762312,0.6776,1.4884,-0.8108,38,38,0
2013-08-06,partial,SSE,-66039955,-0.6604,0.8105,-1.4709,38,38,0
2013-08-07,partial,SSE,-452954865,-4.5295,0.3182,-4.8478,38,37,1
2013-08-08,partial,SSE,4778625,0.0478,1.2372,-1.1894,38,36,2
2013-08-09,partial,SSE,-33648143,-0.3365,0.9324,-1.2689,38,37,1
2013-08-12,partial,SSE,400413272,4.0041,4.2662,-0.2621,38,38,0
2013-08-13,partial,SSE,-497151802,-4.9715,0.3041,-5.2756,38,36,2
2013-08-14,partial,SSE,132106600,1.3211,2.9298,-1.6087,38,38,0
2013-08-15,partial,SSE,-60677759,-0.6068,0.5464,-1.1532,38,37,1
2013-08-16,partial,SSE,-573032907,-5.7303,1.4708,-7.2011,38,38,0
2013-08-19,partial,SSE,-344054100,-3.4405,1.4293,-4.8698,38,38,0
2013-08-20,partial,SSE,-1104458000,-11.0446,0.0426,-11.0872,38,37,1
2013-08-21,partial,SSE,103968616,1.0397,2.4261,-1.3864,38,37,1
2013-08-22,partial,SSE,-600814731,-6.0081,3.222,-9.2302,38,37,1
2013-08-23,partial,SSE,-270270135,-2.7027,0.0889,-2.7916,38,38,0
2013-08-26,partial,SSE,-21422805,-0.2142,2.8756,-3.0899,38,37,1
2013-08-27,partial,SSE,-484200921,-4.842,0.042,-4.884,38,37,1
2013-08-28,partial,SSE,-246319096,-2.4632,0.1183,-2.5815,38,38,0
2013-08-29,partial,SSE,-86495100,-0.865,0.5882,-1.4531,38,38,0
2013-08-30,partial,SSE,-63525500,-0.6353,0.1994,-0.8346,38,37,1
2013-09-02,partial,SSE,317717857,3.1772,3.6456,-0.4684,38,37,1
2013-09-03,partial,SSE,135597184,1.356,1.9978,-0.6419,38,38,0
2013-09-04,partial,SSE,-275768214,-2.7577,0.4849,-3.2426,38,38,0
2013-09-05,partial,SSE,-76365531,-0.7637,0.2797,-1.0434,38,38,0
2013-09-06,partial,SSE,-297634366,-2.9763,0.5402,-3.5165,38,38,0
2013-09-09,partial,SSE,-840004917,-8.4,1.2772,-9.6773,38,38,0
2013-09-10,partial,SSE,-365883400,-3.6588,1.1069,-4.7658,38,38,0
2013-09-11,partial,SSE,-363586918,-3.6359,0.6963,-4.3322,38,38,0
2013-09-12,partial,SSE,-302957020,-3.0296,0.5144,-3.544,38,38,0
2013-09-13,partial,SSE,621914568,6.2191,6.9641,-0.745,38,38,0
2013-09-16,partial,SSE,766301671,7.663,8.3998,-0.7368,38,38,0
2013-09-17,partial,SSE,692960008,6.9296,7.1048,-0.1752,38,38,0
2013-09-18,partial,SSE,-44520710,-0.4452,0.4231,-0.8683,38,38,0
2013-09-23,partial,SSE,-242883800,-2.4288,1.4996,-3.9284,38,38,0
2013-09-24,partial,SSE,-18746210,-0.1875,3.6104,-3.7979,38,37,1
2013-09-25,partial,SSE,10364718,0.1036,1.0154,-0.9118,38,37,1
2013-09-26,partial,SSE,159219530,1.5922,2.3512,-0.759,38,38,0
2013-09-27,partial,SSE,-50485881,-0.5049,0.7684,-1.2733,38,37,1
2013-09-30,partial,SSE,274749265,2.7475,3.2094,-0.4619,38,37,1
2013-10-08,partial,SSE,8942654,0.0894,0.7747,-0.6853,38,38,0
2013-10-09,partial,SSE,-213328270,-2.1333,0.5983,-2.7316,38,38,0
2013-10-10,partial,SSE,156130970,1.5613,4.276,-2.7147,38,37,1
2013-10-11,partial,SSE,283872679,2.8387,3.0845,-0.2458,38,37,1
2013-10-14,partial,SSE,-486823529,-4.8682,0.339,-5.2072,38,37,1
2013-10-15,partial,SSE,-583835732,-5.8384,0.059,-5.8974,38,37,1
2013-10-16,partial,SSE,282981454,2.8298,2.9824,-0.1526,38,35,3
2013-10-17,partial,SSE,665371810,6.6537,9.2851,-2.6313,38,36,2
2013-10-18,partial,SSE,-364629411,-3.6463,0.7254,-4.3717,38,37,1
2013-10-21,partial,SSE,494628150,4.9463,7.3744,-2.4281,38,38,0
2013-10-22,partial,SSE,315468410,3.1547,3.5567,-0.402,38,38,0
2013-10-23,partial,SSE,523078621,5.2308,5.5229,-0.2921,38,38,0
2013-10-24,partial,SSE,473571851,4.7357,4.831,-0.0953,38,38,0
2013-10-25,partial,SSE,-342409898,-3.4241,3.1877,-6.6118,38,38,0
2013-10-28,partial,SSE,264475997,2.6448,2.9722,-0.3274,38,37,1
2013-10-29,partial,SSE,717990058,7.1799,7.79,-0.6101,39,39,0
2013-10-30,partial,SSE,-829876286,-8.2988,1.8235,-10.1223,39,39,0
2013-10-31,partial,SSE,295894950,2.9589,3.6433,-0.6844,39,38,1
2013-11-01,partial,SSE,595886396,5.9589,6.1155,-0.1567,39,37,2
2013-11-04,partial,SSE,-35979024,-0.3598,1.1274,-1.4872,39,39,0
2013-11-05,partial,SSE,158783891,1.5878,2.3003,-0.7125,39,38,1
2013-11-06,partial,SSE,-175628491,-1.7563,0.3223,-2.0786,39,37,2
2013-11-07,partial,SSE,374056942,3.7406,4.0318,-0.2913,39,37,2
2013-11-08,partial,SSE,485613016,4.8561,5.0168,-0.1606,39,38,1
2013-11-11,partial,SSE,-621901215,-6.219,0.1688,-6.3878,39,38,1
2013-11-12,partial,SSE,-357662836,-3.5766,0.4589,-4.0355,39,37,2
2013-11-13,partial,SSE,241498256,2.415,3.7908,-1.3758,39,39,0
2013-11-14,partial,SSE,178534236,1.7853,1.8752,-0.0898,39,39,0
2013-11-15,partial,SSE,-269758698,-2.6976,5.0297,-7.7272,39,38,1
2013-11-18,partial,SSE,-732806666,-7.3281,0.2684,-7.5964,39,39,0
2013-11-19,partial,SSE,182377119,1.8238,2.0784,-0.2547,39,39,0
2013-11-20,partial,SSE,-304428908,-3.0443,2.3741,-5.4184,39,37,2
2013-11-21,partial,SSE,383409988,3.8341,4.5219,-0.6878,39,37,2
2013-11-22,partial,SSE,398096863,3.981,4.2272,-0.2462,39,38,1
2013-11-25,partial,SSE,-82065515,-0.8207,1.3827,-2.2033,39,37,2
2013-11-26,partial,SSE,184464941,1.8446,2.0701,-0.2254,39,36,3
2013-11-27,partial,SSE,-98725866,-0.9873,0.847,-1.8342,39,38,1
2013-11-28,partial,SSE,244074477,2.4407,2.8273,-0.3865,39,39,0
2013-11-29,partial,SSE,-56672965,-0.5667,0.9101,-1.4768,39,39,0
2013-12-02,partial,SSE,156367105,1.5637,2.5304,-0.9668,39,39,0
2013-12-03,partial,SSE,-350543509,-3.5054,0.2781,-3.7836,40,40,0
2013-12-04,partial,SSE,-598804320,-5.988,0.2562,-6.2442,40,40,0
2013-12-05,partial,SSE,102142448,1.0214,2.2213,-1.1999,40,40,0
2013-12-06,partial,SSE,607743386,6.0774,6.3869,-0.3094,40,39,1
2013-12-09,partial,SSE,84956656,0.8496,2.6206,-1.771,40,40,0
2013-12-10,partial,SSE,120057330,1.2006,1.7234,-0.5229,40,39,1
2013-12-11,partial,SSE,179973384,1.7997,2.7443,-0.9446,40,39,1
2013-12-12,partial,SSE,-30798594,-0.308,0.8494,-1.1574,40,40,0
2013-12-13,partial,SSE,17759313,0.1776,0.8842,-0.7067,40,37,3
2013-12-16,partial,SSE,99857709,0.9986,2.564,-1.5654,40,39,1
2013-12-17,partial,SSE,270828656,2.7083,3.2148,-0.5065,40,39,1
2013-12-18,partial,SSE,-48920746,-0.4892,0.2098,-0.699,40,39,1
2013-12-19,partial,SSE,-69880406,-0.6988,0.4102,-1.109,40,37,3
2013-12-20,partial,SSE,464128000,4.6413,5.2018,-0.5605,40,38,2
2013-12-23,partial,SSE,239845300,2.3985,3.2476,-0.8492,40,38,2
2013-12-24,partial,SSE,-181479539,-1.8148,1.4584,-3.2732,40,39,1
2013-12-25,partial,SSE,-30982564,-0.3098,0.7021,-1.0119,40,38,2
2013-12-26,partial,SSE,-133222956,-1.3322,0.6579,-1.9901,40,39,1
2013-12-27,partial,SSE,-125240866,-1.2524,0.8701,-2.1225,40,40,0
2013-12-30,partial,SSE,-367106749,-3.6711,0.5563,-4.2274,40,39,1
2013-12-31,partial,SSE,-354165603,-3.5417,3.8635,-7.4052,40,39,1
2014-01-02,partial,SSE,-466450635,-4.6645,0.1824,-4.8469,40,37,3
2014-01-03,partial,SSE,1113601200,11.136,12.8107,-1.6747,40,40,0
2014-01-06,partial,SSE,1968411502,19.6841,19.7078,-0.0237,40,38,2
2014-01-07,partial,SSE,41567427,0.4157,1.3051,-0.8894,42,42,0
2014-01-08,partial,SSE,-89943914,-0.8994,0.5898,-1.4893,42,42,0
2014-01-09,partial,SSE,397482094,3.9748,5.0132,-1.0384,42,41,1
2014-01-10,partial,SSE,1099993231,10.9999,11.2907,-0.2908,42,40,2
2014-01-13,partial,SSE,1893761939,18.9376,19.0888,-0.1511,42,38,4
2014-01-14,partial,SSE,340107970,3.4011,3.7414,-0.3403,42,39,3
2014-01-15,partial,SSE,-57156772,-0.5716,0.3803,-0.9518,42,41,1
2014-01-16,partial,SSE,-254952291,-2.5495,0.0155,-2.565,42,41,1
2014-01-17,partial,SSE,447242717,4.4724,4.5342,-0.0618,42,38,4
2014-01-20,partial,SSE,320232400,3.2023,3.4041,-0.2018,42,40,2
2014-01-21,partial,SSE,115828944,1.1583,1.7226,-0.5643,42,42,0
2014-01-22,partial,SSE,-735904103,-7.359,0,-7.359,42,42,0
2014-01-23,partial,SSE,406296380,4.063,4.395,-0.332,42,41,1
2014-01-24,partial,SSE,297700671,2.977,4.5184,-1.5414,42,41,1
2014-01-27,partial,SSE,246613015,2.4661,4.0845,-1.6184,42,41,1
2014-01-28,partial,SSE,1393133728,13.9313,14.0807,-0.1493,42,42,0
2014-01-29,partial,SSE,-26575148,-0.2658,1.4258,-1.6916,42,40,2
2014-01-30,partial,SSE,-199316251,-1.9932,0.5326,-2.5258,42,39,3
2014-02-07,partial,SSE,-282764500,-2.8276,0.8448,-3.6725,42,41,1
2014-02-10,partial,SSE,-330556000,-3.3056,1.0051,-4.3107,42,42,0
2014-02-11,partial,SSE,-462461242,-4.6246,1.1131,-5.7377,42,42,0
2014-02-12,partial,SSE,19798057,0.198,1.7025,-1.5045,42,42,0
2014-02-13,partial,SSE,-568633722,-5.6863,1.6912,-7.3776,42,41,1
2014-02-14,partial,SSE,-9848244,-0.0985,1.3336,-1.432,42,42,0
2014-02-17,partial,SSE,2087044,0.0209,1.9844,-1.9635,42,42,0
2014-02-18,partial,SSE,-335836723,-3.3584,0.0521,-3.4105,42,41,1
2014-02-19,partial,SSE,-882939500,-8.8294,0,-8.8294,42,42,0
2014-02-20,partial,SSE,-2790500,-0.0279,1.6539,-1.6819,42,42,0
2014-02-21,partial,SSE,589703429,5.897,6.3719,-0.4748,42,42,0
2014-02-24,partial,SSE,-321834337,-3.2183,0.0375,-3.2558,42,42,0
2014-02-25,partial,SSE,633669677,6.3367,7.3612,-1.0245,42,42,0
2014-02-26,partial,SSE,-116408753,-1.1641,0.8095,-1.9736,42,41,1
2014-02-27,partial,SSE,-511191421,-5.1119,0.2258,-5.3377,42,42,0
2014-02-28,partial,SSE,49169121,0.4917,1.9876,-1.4959,42,42,0
2014-03-03,partial,SSE,-264773439,-2.6477,0.882,-3.5297,42,42,0
2014-03-04,partial,SSE,-559912888,-5.5991,0.2004,-5.7995,42,41,1
2014-03-05,partial,SSE,-916209031,-9.1621,0.2482,-9.4103,42,42,0
2014-03-06,partial,SSE,-441404850,-4.414,0.3309,-4.745,42,39,3
2014-03-07,partial,SSE,-805363300,-8.0536,0.0721,-8.1258,42,40,2
2014-03-10,partial,SSE,-399356984,-3.9936,2.2882,-6.2818,42,40,2
2014-03-11,partial,SSE,-328196622,-3.282,1.3426,-4.6246,43,43,0
2014-03-12,partial,SSE,-83891307,-0.8389,0.3432,-1.1821,43,42,1
2014-03-13,partial,SSE,-652751900,-6.5275,0.0248,-6.5523,43,42,1
2014-03-14,partial,SSE,-22228659,-0.2223,0.7742,-0.9965,43,42,1
2014-03-17,partial,SSE,-167289714,-1.6729,0.0315,-1.7044,43,41,2
2014-03-18,partial,SSE,-73420542,-0.7342,0.3983,-1.1325,43,41,2
2014-03-19,partial,SSE,11676452,0.1168,2.5288,-2.412,43,43,0
2014-03-20,partial,SSE,178228324,1.7823,2.7451,-0.9628,43,43,0
2014-03-21,partial,SSE,359448709,3.5945,4.0849,-0.4904,43,43,0
2014-03-24,partial,SSE,-617378605,-6.1738,0.1868,-6.3606,43,43,0
2014-03-25,partial,SSE,96224520,0.9622,1.4478,-0.4856,43,43,0
2014-03-26,partial,SSE,-54447399,-0.5445,0.1737,-0.7182,43,42,1
2014-03-27,partial,SSE,132365316,1.3237,1.6901,-0.3664,43,42,1
2014-03-28,partial,SSE,362957917,3.6296,3.8427,-0.2132,43,41,2
2014-03-31,partial,SSE,303893769,3.0389,3.8816,-0.8427,43,40,3
2014-04-01,partial,SSE,-131155974,-1.3116,0.7222,-2.0337,43,42,1
2014-04-02,partial,SSE,-296236381,-2.9624,0.1702,-3.1325,43,43,0
2014-04-03,partial,SSE,107841147,1.0784,1.5213,-0.4428,43,39,4
2014-04-04,partial,SSE,-61912600,-0.6191,0.3599,-0.979,43,43,0
2014-04-08,partial,SSE,243507780,2.4351,2.7056,-0.2705,43,43,0
2014-04-09,partial,SSE,3525768,0.0353,1.0576,-1.0223,43,43,0
2014-04-10,partial,SSE,-925853791,-9.2585,0.1665,-9.425,43,42,1
2014-04-11,partial,SSE,47107762,0.4711,0.9359,-0.4648,43,43,0
2014-04-14,partial,SSE,159668196,1.5967,2.04,-0.4434,43,43,0
2014-04-15,partial,SSE,-165837655,-1.6584,0.2179,-1.8763,43,41,2
2014-04-16,partial,SSE,379350115,3.7935,3.9503,-0.1568,43,42,1
2014-04-17,partial,SSE,-166181639,-1.6618,0.1927,-1.8545,43,41,2
2014-04-18,partial,SSE,-293882300,-2.9388,0.1066,-3.0454,43,42,1
2014-04-21,partial,SSE,-101513842,-1.0151,0.4238,-1.439,43,41,2
2014-04-22,partial,SSE,38602974,0.386,0.9595,-0.5734,43,40,3
2014-04-23,partial,SSE,-261740400,-2.6174,0.0605,-2.678,43,40,3
2014-04-24,partial,SSE,-192673100,-1.9267,0.1717,-2.0984,43,42,1
2014-04-25,partial,SSE,324458175,3.2446,3.3689,-0.1243,43,43,0
2014-04-28,partial,SSE,683786837,6.8379,6.9077,-0.0698,43,42,1
2014-04-29,partial,SSE,530784990,5.3078,5.6949,-0.387,43,42,1
2014-04-30,partial,SSE,-434757935,-4.3476,0.0179,-4.3655,43,41,2
2014-05-05,partial,SSE,-286427310,-2.8643,0.5956,-3.4598,43,42,1
2014-05-06,partial,SSE,-298453115,-2.9845,0.0772,-3.0618,43,41,2
2014-05-07,partial,SSE,240816495,2.4082,2.5217,-0.1136,43,40,3
2014-05-08,partial,SSE,44487142,0.4449,2.2843,-1.8394,43,41,2
2014-05-09,partial,SSE,378162892,3.7816,3.8385,-0.0568,43,42,1
2014-05-12,partial,SSE,-614498348,-6.145,0.0358,-6.1807,43,43,0
2014-05-13,partial,SSE,-328820260,-3.2882,0.0646,-3.3528,43,40,3
2014-05-14,partial,SSE,-137645200,-1.3765,0.3312,-1.7077,43,42,1
2014-05-15,partial,SSE,427127174,4.2713,4.3398,-0.0685,43,41,2
2014-05-16,partial,SSE,591516593,5.9152,6.2173,-0.3021,43,43,0
2014-05-19,partial,SSE,-217870877,-2.1787,1.067,-3.2457,43,42,1
2014-05-20,partial,SSE,161848494,1.6185,1.6532,-0.0348,43,42,1
2014-05-21,partial,SSE,-1223886,-0.0122,0.4393,-0.4515,43,43,0
2014-05-22,partial,SSE,-149968839,-1.4997,0.7131,-2.2128,43,41,2
2014-05-23,partial,SSE,29179025,0.2918,1.0223,-0.7305,43,39,4
2014-05-26,partial,SSE,149034866,1.4903,2.4905,-1.0002,43,42,1
2014-05-27,partial,SSE,204872851,2.0487,2.203,-0.1542,43,41,2
2014-05-28,partial,SSE,-35517840,-0.3552,0.8312,-1.1864,43,42,1
2014-05-29,partial,SSE,78215097,0.7822,1.2248,-0.4426,43,41,2
2014-05-30,partial,SSE,131283633,1.3128,2.8029,-1.49,43,42,1
2014-06-03,partial,SSE,-17837664,-0.1784,0.217,-0.3954,43,42,1
2014-06-04,partial,SSE,237973440,2.3797,2.4125,-0.0327,43,42,1
2014-06-05,partial,SSE,-28902500,-0.289,0.8758,-1.1649,43,42,1
2014-06-06,partial,SSE,-374126300,-3.7413,0.0624,-3.8037,43,40,3
2014-06-09,partial,SSE,-492266804,-4.9227,0.1441,-5.0668,43,40,3
2014-06-10,partial,SSE,481637382,4.8164,5.163,-0.3466,43,42,1
2014-06-11,partial,SSE,-202391420,-2.0239,0.0295,-2.0534,43,41,2
2014-06-12,partial,SSE,52139200,0.5214,0.7025,-0.1811,43,42,1
2014-06-13,partial,SSE,358226848,3.5823,3.8396,-0.2573,43,42,1
2014-06-16,partial,SSE,610407716,6.1041,6.9975,-0.8934,43,41,2
2014-06-17,partial,SSE,1592751715,15.9275,16.1688,-0.2412,43,40,3
2014-06-18,partial,SSE,545911525,5.4591,5.6277,-0.1686,43,41,2
2014-06-19,partial,SSE,868580408,8.6858,8.8943,-0.2085,43,41,2
2014-06-20,partial,SSE,412746315,4.1275,4.6562,-0.5287,43,41,2
2014-06-23,partial,SSE,-285193574,-2.8519,0.0208,-2.8727,43,41,2
2014-06-24,partial,SSE,-136846200,-1.3685,0.0481,-1.4166,43,42,1
2014-06-25,partial,SSE,90026900,0.9003,1.0541,-0.1538,43,39,4
2014-06-26,partial,SSE,120636630,1.2064,1.522,-0.3156,43,43,0
2014-06-27,partial,SSE,26846978,0.2685,0.8678,-0.5993,43,41,2
2014-06-30,partial,SSE,-72089135,-0.7209,0.3001,-1.021,43,41,2
2014-07-01,partial,SSE,-60329500,-0.6033,1.089,-1.6923,43,42,1
2014-07-02,partial,SSE,10189000,0.1019,0.4177,-0.3158,43,43,0
2014-07-03,partial,SSE,-313112700,-3.1311,0.0049,-3.136,43,43,0
2014-07-04,partial,SSE,-294481600,-2.9448,0.1473,-3.0921,43,42,1
2014-07-07,partial,SSE,-83258800,-0.8326,0.016,-0.8486,43,43,0
2014-07-08,partial,SSE,-44945900,-0.4495,0.1032,-0.5527,43,41,2
2014-07-09,partial,SSE,-103826600,-1.0383,0.0395,-1.0778,43,42,1
2014-07-10,partial,SSE,90537800,0.9054,1.202,-0.2966,43,42,1
2014-07-11,partial,SSE,-504200800,-5.042,0.0059,-5.0479,43,42,1
2014-07-14,partial,SSE,-426406800,-4.2641,0.0095,-4.2736,43,43,0
2014-07-15,partial,SSE,-161468800,-1.6147,0.5994,-2.214,43,41,2
2014-07-16,partial,SSE,54858961,0.5486,1.6789,-1.1303,43,42,1
2014-07-17,partial,SSE,-19452219,-0.1945,0.9025,-1.0971,43,42,1
2014-07-18,partial,SSE,-183406700,-1.8341,0.1509,-1.985,43,43,0
2014-07-21,partial,SSE,-314638200,-3.1464,0.0271,-3.1735,44,40,4
2014-07-22,partial,SSE,-816928912,-8.1693,0.0582,-8.2275,44,43,1
2014-07-23,partial,SSE,-287865472,-2.8787,1.4415,-4.3202,44,43,1
2014-07-24,partial,SSE,-125726592,-1.2573,0.9237,-2.181,44,44,0
2014-07-25,partial,SSE,88858688,0.8886,1.9141,-1.0255,44,44,0
2014-07-28,partial,SSE,-480589570,-4.8059,5.5504,-10.3563,47,47,0
2014-07-29,partial,SSE,-431191753,-4.3119,0.8948,-5.2068,47,47,0
2014-07-30,partial,SSE,1095520675,10.9552,11.599,-0.6438,47,46,1
2014-07-31,partial,SSE,589527675,5.8953,6.5152,-0.6199,47,46,1
2014-08-01,partial,SSE,1034387983,10.3439,10.8939,-0.55,47,47,0
2014-08-04,partial,SSE,-49857301,-0.4986,3.1352,-3.6338,47,47,0
2014-08-05,partial,SSE,-244090912,-2.4409,2.4667,-4.9076,47,47,0
2014-08-06,partial,SSE,-242390795,-2.4239,0.4224,-2.8463,47,46,1
2014-08-07,partial,SSE,-717471853,-7.1747,0.2817,-7.4564,47,47,0
2014-08-08,partial,SSE,64639286,0.6464,2.1737,-1.5273,47,47,0
2014-08-11,partial,SSE,-233579374,-2.3358,0.2621,-2.5979,47,46,1
2014-08-12,partial,SSE,-474288515,-4.7429,0.4436,-5.1865,47,47,0
2014-08-13,partial,SSE,-148910742,-1.4891,1.0005,-2.4896,47,47,0
2014-08-14,partial,SSE,-322835194,-3.2284,0.273,-3.5013,47,47,0
2014-08-15,partial,SSE,-233574734,-2.3357,0.091,-2.4268,47,47,0
2014-08-18,partial,SSE,-1083329643,-10.8333,0.0526,-10.8859,47,47,0
2014-08-19,partial,SSE,-639044078,-6.3904,0.2737,-6.6642,47,47,0
2014-08-20,partial,SSE,-464005669,-4.6401,0.0835,-4.7236,50,49,1
2014-08-21,partial,SSE,77150496,0.7715,2.3956,-1.6241,50,50,0
2014-08-22,partial,SSE,-338046781,-3.3805,0.0932,-3.4736,50,49,1
2014-08-25,partial,SSE,-63623943,-0.6362,0.5495,-1.1858,50,48,2
2014-08-26,partial,SSE,566315643,5.6632,6.4592,-0.7961,50,50,0
2014-08-27,partial,SSE,-202717061,-2.0272,0.6024,-2.6296,50,48,2
2014-08-28,partial,SSE,34779900,0.3478,1.1721,-0.8243,50,50,0
2014-08-29,partial,SSE,-49194187,-0.4919,1.2128,-1.7047,50,48,2
2014-09-01,partial,SSE,-1331403994,-13.314,0.0131,-13.3271,50,49,1
2014-09-02,partial,SSE,-1626377379,-16.2638,0.0148,-16.2786,50,50,0
2014-09-03,partial,SSE,-23405066,-0.2341,2.2825,-2.5166,50,50,0
2014-09-04,partial,SSE,-64693033,-0.6469,1.7086,-2.3555,50,50,0
2014-09-05,partial,SSE,543400893,5.434,8.3934,-2.9594,50,50,0
2014-09-09,partial,SSE,-230847217,-2.3085,1.4603,-3.7687,50,50,0
2014-09-10,partial,SSE,-445834898,-4.4583,0.2721,-4.7304,50,50,0
2014-09-11,partial,SSE,-519714219,-5.1971,0.2896,-5.4868,50,50,0
2014-09-12,partial,SSE,-367075296,-3.6708,0.2969,-3.9676,50,50,0
2014-09-15,partial,SSE,-1031369734,-10.3137,0.3443,-10.658,50,50,0
2014-09-16,partial,SSE,-782057109,-7.8206,0.5429,-8.3634,50,50,0
2014-09-17,partial,SSE,-415439427,-4.1544,1.4761,-5.6305,50,49,1
2014-09-18,partial,SSE,-1269607126,-12.6961,0.4971,-13.1932,50,49,1
2014-09-19,partial,SSE,343618305,3.4362,3.9175,-0.4813,50,49,1
2014-09-22,partial,SSE,-86606635,-0.8661,1.24,-2.1061,50,50,0
2014-09-23,partial,SSE,-115755157,-1.1576,2.2189,-3.3764,50,48,2
2014-09-24,partial,SSE,731787344,7.3179,9.9476,-2.6297,50,50,0
2014-09-25,partial,SSE,-97297100,-0.973,1.8652,-2.8381,50,50,0
2014-09-26,partial,SSE,-261029774,-2.6103,0.6987,-3.309,50,49,1
2014-09-29,partial,SSE,-1331670697,-13.3167,0.2934,-13.6102,50,50,0
2014-09-30,partial,SSE,-361534513,-3.6153,0.7698,-4.3852,50,48,2
2014-10-08,partial,SSE,-995294707,-9.9529,0.3663,-10.3192,50,50,0
2014-10-09,partial,SSE,-485260965,-4.8526,0.4867,-5.3393,50,50,0
2014-10-10,partial,SSE,-770928032,-7.7093,0.0828,-7.792,50,50,0
2014-10-13,partial,SSE,-465926988,-4.6593,1.3173,-5.9766,50,49,1
2014-10-14,partial,SSE,-893842982,-8.9384,0.1444,-9.0828,50,49,1
2014-10-15,partial,SSE,-392403139,-3.924,0.1019,-4.0259,50,50,0
2014-10-16,partial,SSE,-590191785,-5.9019,0.4851,-6.387,50,49,1
2014-10-17,partial,SSE,1466837753,14.6684,14.986,-0.3176,50,50,0
2014-10-20,partial,SSE,-590117215,-5.9012,0.1045,-6.0057,50,49,1
2014-10-21,partial,SSE,95413967,0.9541,2.2156,-1.2614,50,47,3
2014-10-22,partial,SSE,121336200,1.2134,2.4865,-1.2731,50,50,0
2014-10-23,partial,SSE,623660274,6.2366,6.6178,-0.3812,50,49,1
2014-10-24,partial,SSE,353263432,3.5326,3.7234,-0.1908,50,50,0
2014-10-27,partial,SSE,640823235,6.4082,6.7977,-0.3894,50,50,0
2014-10-28,partial,SSE,-1198281291,-11.9828,0.1506,-12.1334,50,49,1
2014-10-29,partial,SSE,-1326125858,-13.2613,0.3294,-13.5907,50,50,0
